98	3941105219	CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA VRANCEA	CJRAE VRANCEA	FOCŞANI	MUNICIPIUL FOCŞANI	VRANCEA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
99	0741104441	CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA	CJRAE	BOTOŞANI	MUNICIPIUL BOTOŞANI	BOTOŞANI	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
100	2641104745	CENTRUL JUDETEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ MUREȘ	CJRAE MUREȘ	TÎRGU MUREŞ	MUNICIPIUL TÎRGU MUREŞ	MUREŞ	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
101	2341101353	CENTRUL JUDETEAN RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ	CJRAE ILFOV	BRĂNEŞTI	BRĂNEŞTI	ILFOV	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
102	1142103252	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSHIOPEDAGOGICĂ	CJAP RESITA	REŞIŢA	MUNICIPIUL REŞIŢA	CARAŞ-SEVERIN	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
103	3642100286	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ	CJAPP	TULCEA	MUNICIPIUL TULCEA	TULCEA	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
104	2842104905	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ	CJAP	SLATINA	MUNICIPIUL SLATINA	OLT	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
105	3742102766	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ	CJAP	VASLUI	MUNICIPIUL VASLUI	VASLUI	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
106	0442108671	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ BACĂU	CJAP BACAU	BACĂU	MUNICIPIUL BACĂU	BACĂU	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
107	1042103995	CENTRUL JUDEŢEAN DE ASISTENŢĂ PSIHOPEDAGOGICĂ BUZĂU	CJAP BZ	BUZĂU	MUNICIPIUL BUZĂU	BUZĂU	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
108	2242104398	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ IAȘI	CJAPP IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
109	1942105803	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ MIERCUREA CIUC	CJAP MIERCUREA CIUC	MIERCUREA CIUC	MUNICIPIUL MIERCUREA CIUC	HARGHITA	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
110	2942101181	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ PRAHOVA	CJAP PRAHOVA	PLOIEŞTI	MUNICIPIUL PLOIEŞTI	PRAHOVA	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
111	3042100603	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ SATU MARE	CJAPP SATU MARE	SATU MARE	MUNICIPIUL SATU MARE	SATU MARE	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
112	3142100185	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ SĂLAJ	CJAPP SĂLAJ	ZALĂU	MUNICIPIUL ZALĂU	SĂLAJ	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
113	3342108475	CENTRUL JUDEȚEAN DE ASISTENȚĂ PSIHOPEDAGOGICĂ SUCEAVA	CJAP SUCEAVA	SUCEAVA	MUNICIPIUL SUCEAVA	SUCEAVA	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
114	2591102679	CENTRUL JUDEȚEAN DE EXCELENTĂ MEHEDINȚI	CJE MEHEDINȚI	DROBETA-TURNU SEVERIN	MUNICIPIUL DROBETA-TURNU SEVERIN	MEHEDINŢI	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
115	0291105217	CENTRUL JUDEȚEAN DE EXCELENȚĂ ARAD	CJE ARAD	ARAD	MUNICIPIUL ARAD	ARAD	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
116	0391106872	CENTRUL JUDEȚEAN DE EXCELENȚĂ ARGEȘ	CJE ARGEȘ	PITEŞTI	MUNICIPIUL PITEŞTI	ARGEŞ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
117	0491104665	CENTRUL JUDEȚEAN DE EXCELENȚĂ BACĂU	CJE BACĂU	BACĂU	MUNICIPIUL BACĂU	BACĂU	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
118	0591109456	CENTRUL JUDEȚEAN DE EXCELENȚĂ BIHOR	CJE BIHOR	ORADEA	MUNICIPIUL ORADEA	BIHOR	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
119	0691103946	CENTRUL JUDEȚEAN DE EXCELENȚĂ BISTRIȚA-NĂSĂUD	CJE BISTRIȚA-NĂSĂUD	BISTRIŢA	MUNICIPIUL BISTRIŢA	BISTRIŢA-NĂSĂUD	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
120	0791105684	CENTRUL JUDEȚEAN DE EXCELENȚĂ BOTOȘANI	CJE BOTOȘANI	BOTOŞANI	MUNICIPIUL BOTOŞANI	BOTOŞANI	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
121	0891104813	Centrul Județean de Excelență Brașov	CJE Brașov	BRAŞOV	MUNICIPIUL BRAŞOV	BRAŞOV	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
122	0991103082	CENTRUL JUDEȚEAN DE EXCELENȚĂ BRĂILA	CJE BRĂILA	BRĂILA	MUNICIPIUL BRĂILA	BRĂILA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
123	1091107138	CENTRUL JUDEŢEAN DE EXCELENŢĂ BUZĂU	CJE BUZĂU	BUZĂU	MUNICIPIUL BUZĂU	BUZĂU	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
124	1191104916	CENTRUL JUDEȚEAN DE EXCELENȚĂ CARAȘ-SEVERIN	CJE CARAȘ-SEVERIN	REŞIŢA	MUNICIPIUL REŞIŢA	CARAŞ-SEVERIN	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
125	5191103733	CENTRUL JUDEȚEAN DE EXCELENȚĂ CĂLĂRAȘI	CJE CĂLĂRAȘI	CĂLĂRAŞI	MUNICIPIUL CĂLĂRAŞI	CĂLĂRAŞI	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
126	1391105828	CENTRUL JUDEȚEAN DE EXCELENȚĂ CONSTANȚA	CJE CONSTANȚA	CONSTANŢA	MUNICIPIUL CONSTANŢA	CONSTANŢA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
127	1491103535	Centrul Județean de Excelență Covasna	CJE Covasna	SFÂNTU GHEORGHE	MUNICIPIUL SFÂNTU GHEORGHE	COVASNA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
128	1591106039	CENTRUL JUDEȚEAN DE EXCELENȚĂ DÂMBOVIȚA	CJE DÂMBOVIȚA	TÂRGOVIŞTE	MUNICIPIUL TÂRGOVIŞTE	DÂMBOVIŢA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
129	5291102192	CENTRUL JUDEȚEAN DE EXCELENȚĂ GIURGIU	CJEx GIURGIU	GIURGIU	MUNICIPIUL GIURGIU	GIURGIU	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
130	1891106889	CENTRUL JUDEȚEAN DE EXCELENȚĂ GORJ	CJE GORJ	TÂRGU JIU	MUNICIPIUL TÂRGU JIU	GORJ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
131	1991106553	CENTRUL JUDEȚEAN DE EXCELENȚĂ HARGHITA	CJE HARGHITA	MIERCUREA CIUC	MUNICIPIUL MIERCUREA CIUC	HARGHITA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
132	2091103674	CENTRUL JUDEȚEAN DE EXCELENȚĂ HUNEDOARA	CJE HUNEDOARA	DEVA	MUNICIPIUL DEVA	HUNEDOARA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
133	2191101675	CENTRUL JUDEȚEAN DE EXCELENȚĂ IALOMIȚA	CJE IALOMIȚA	SLOBOZIA	MUNICIPIUL SLOBOZIA	IALOMIŢA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
134	2291107381	CENTRUL JUDEȚEAN DE EXCELENȚĂ IAȘI	CJE IAȘI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
135	2391102994	CENTRUL JUDEȚEAN DE EXCELENȚĂ ILFOV	CJE ILFOV	SILIŞTEA SNAGOVULUI	GRUIU	ILFOV	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
136	2491105001	CENTRUL JUDEȚEAN DE EXCELENȚĂ MARAMUREȘ	CJE MARAMUREȘ	BAIA MARE	MUNICIPIUL BAIA MARE	MARAMUREŞ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
137	2691108854	CENTRUL JUDEȚEAN DE EXCELENȚĂ MUREȘ	CJE MUREȘ	TÎRGU MUREŞ	MUNICIPIUL TÎRGU MUREŞ	MUREŞ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
138	2791103894	CENTRUL JUDEȚEAN DE EXCELENȚĂ NEAMȚ	CJE NEAMȚ	PIATRA-NEAMŢ	MUNICIPIUL PIATRA-NEAMŢ	NEAMŢ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
139	2891104401	CENTRUL JUDEȚEAN DE EXCELENȚĂ OLT	CJE OLT	SLATINA	MUNICIPIUL SLATINA	OLT	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
140	2991107606	CENTRUL JUDEŢEAN DE EXCELENŢĂ PRAHOVA	CJE PRAHOVA	PLOIEŞTI	MUNICIPIUL PLOIEŞTI	PRAHOVA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
141	3091101665	CENTRUL JUDEȚEAN DE EXCELENȚĂ SATU MARE	CJE SATU MARE	SATU MARE	MUNICIPIUL SATU MARE	SATU MARE	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
142	3191104531	CENTRUL JUDEȚEAN DE EXCELENȚĂ SĂLAJ	CJE SĂLAJ	ZALĂU	MUNICIPIUL ZALĂU	SĂLAJ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
143	3291103958	CENTRUL JUDEŢEAN DE EXCELENŢĂ SIBIU	CJE SIBIU	SIBIU	MUNICIPIUL SIBIU	SIBIU	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
144	3391108663	CENTRUL JUDEȚEAN DE EXCELENȚĂ SUCEAVA	CJE SUCEAVA	SUCEAVA	MUNICIPIUL SUCEAVA	SUCEAVA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
145	3491104032	CENTRUL JUDEȚEAN DE EXCELENȚĂ TELEORMAN	CJE TELEORMAN	ALEXANDRIA	MUNICIPIUL ALEXANDRIA	TELEORMAN	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
146	3591106694	CENTRUL JUDEȚEAN DE EXCELENȚĂ TIMIȘ	CJE TIMIȘ	TIMIŞOARA	MUNICIPIUL TIMIŞOARA	TIMIŞ	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
147	3691101665	CENTRUL JUDEȚEAN DE EXCELENȚĂ TULCEA	CJE TULCEA	TULCEA	MUNICIPIUL TULCEA	TULCEA	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
148	3791107905	CENTRUL JUDEŢEAN DE EXCELENŢĂ VASLUI	CJE VASLUI	VASLUI	MUNICIPIUL VASLUI	VASLUI	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
149	3641100327	CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENTA EDUCAŢIONALĂ TULCEA	CJRAE	TULCEA	MUNICIPIUL TULCEA	TULCEA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
150	2041100411	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚA EDUCAȚIONALĂ	CJRAE	DEVA	MUNICIPIUL DEVA	HUNEDOARA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
151	0541108308	CENTRUL JUDEŢEAN DE RESURSE ȘI ASISTENŢĂ EDUCAŢIONALĂ	CJRAE BIHOR	ORADEA	MUNICIPIUL ORADEA	BIHOR	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
152	1941104829	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ	CJRAE HARGHITA	MIERCUREA CIUC	MUNICIPIUL MIERCUREA CIUC	HARGHITA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
153	2541101617	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ	CJRAE	DROBETA-TURNU SEVERIN	MUNICIPIUL DROBETA-TURNU SEVERIN	MEHEDINŢI	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
154	0341104551	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ ARGEȘ	CJRAE ARGEȘ	PITEŞTI	MUNICIPIUL PITEŞTI	ARGEŞ	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
155	0441107304	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ BACĂU	CJRAE	BACĂU	MUNICIPIUL BACĂU	BACĂU	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
156	0641101521	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ BISTRIȚA-NĂSĂUD	CJRAE BISTRIȚA-NĂSĂUD	BISTRIŢA	MUNICIPIUL BISTRIŢA	BISTRIŢA-NĂSĂUD	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
157	0841100015	Centrul Județean de Resurse și Asistență Educațională Brașov	CJRAE Brașov	BRAŞOV	MUNICIPIUL BRAŞOV	BRAŞOV	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
158	1341104987	CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ CONSTANŢA	CJRAE CȚA	CONSTANŢA	MUNICIPIUL CONSTANŢA	CONSTANŢA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
159	5241102149	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ GIURGIU	CJRAE GIURRGIU	GIURGIU	MUNICIPIUL GIURGIU	GIURGIU	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
160	2241105006	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ IAȘI	CJRAE IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
161	1041104422	CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ MUNICIPIUL BUZĂU	CJRAE BZ	BUZĂU	MUNICIPIUL BUZĂU	BUZĂU	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
162	2741100016	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ, NEAMȚ	CJRAE, NȚ	PIATRA-NEAMŢ	MUNICIPIUL PIATRA-NEAMŢ	NEAMŢ	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
163	2941102015	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ PRAHOVA	CENTRUL JUD DE RESURSE PRAHOVA	PLOIEŞTI	MUNICIPIUL PLOIEŞTI	PRAHOVA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
164	3041101477	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ SATU MARE	CJRAE SATU MARE	SATU MARE	MUNICIPIUL SATU MARE	SATU MARE	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
165	3241102118	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ SIBIU	CJRAE SIBIU	SIBIU	MUNICIPIUL SIBIU	SIBIU	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
166	3341107976	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ SUCEAVA	CJRAE SUCEAVA	SUCEAVA	MUNICIPIUL SUCEAVA	SUCEAVA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
167	3441100895	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ TELEORMAN	CJRAE TELEORMAN	ALEXANDRIA	MUNICIPIUL ALEXANDRIA	TELEORMAN	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
168	3541106176	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ TIMIȘ	CJRAE TIMIS	TIMIŞOARA	MUNICIPIUL TIMIŞOARA	TIMIŞ	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
169	3741104967	CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ VASLUI	CJRAE VASLUI	VASLUI	MUNICIPIUL VASLUI	VASLUI	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
170	1441100032	Centrul Județean de Resurse și de Asistență Educațională	CJRAE COVASNA	SFÂNTU GHEORGHE	MUNICIPIUL SFÂNTU GHEORGHE	COVASNA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
171	0241100693	CENTRUL JUDEŢEAN DE RESURSE ŞI DE ASISTENŢĂ EDUCAŢIONALĂ ARAD	CJRAE ARAD	ARAD	MUNICIPIUL ARAD	ARAD	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
172	0941101697	CENTRUL JUDEŢEAN DE RESURSE ŞI DE ASISTENŢĂ EDUCAŢIONALĂ BRĂILA	CJRAE BRĂILA	BRĂILA	MUNICIPIUL BRĂILA	BRĂILA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
173	1141104072	CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ CARAȘ-SEVERIN	CJRAE	REŞIŢA	MUNICIPIUL REŞIŢA	CARAŞ-SEVERIN	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
174	1241102652	CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ CLUJ	C.J.R.A.E. CLUJ	CLUJ-NAPOCA	MUNICIPIUL CLUJ-NAPOCA	CLUJ	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
175	1541100781	CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ DÂMBOVIȚA	CJRAE DÂMBOVIȚA	TÂRGOVIŞTE	MUNICIPIUL TÂRGOVIŞTE	DÂMBOVIŢA	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
176	2841101368	CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ OLT	CJRAE OLT	SLATINA	MUNICIPIUL SLATINA	OLT	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
177	3141100461	CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ SĂLAJ	CJRAE SĂLAJ	ZALĂU	MUNICIPIUL ZALĂU	SĂLAJ	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
178	0342106449	CENTRUL LOGOPEDIC	CENTRUL LOGOPEDIC	PITEŞTI	MUNICIPIUL PITEŞTI	ARGEŞ	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
179	0442108662	CENTRUL LOGOPEDIC BACĂU	CENTRUL LOGOPEDIC BACĂU	BACĂU	MUNICIPIUL BACĂU	BACĂU	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
180	1742100353	CENTRUL LOGOPEDIC GALATI	CENTRUL LOGOPEDIC GL	GALAŢI	MUNICIPIUL GALAŢI	GALAŢI	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
181	2242104403	CENTRUL LOGOPEDIC IAȘI	CENTRUL LOGOPEDIC IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
182	3342108484	CENTRUL LOGOPEDIC INTERSCOLAR SUCEAVA	CLI SUCEAVA	SUCEAVA	MUNICIPIUL SUCEAVA	SUCEAVA	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
183	1042104006	CENTRUL LOGOPEDIC INTERŞCOLAR MUNICIPIUL BUZĂU	CLI BZ	BUZĂU	MUNICIPIUL BUZĂU	BUZĂU	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
184	1042103986	CENTRUL LOGOPEDIC INTERŞCOLAR MUNICIPIUL RÂMNICU SĂRAT	CLI BZ	RÂMNICU SĂRAT	MUNICIPIUL RÂMNICU SĂRAT	BUZĂU	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
185	1142102875	CENTRUL LOGOPEDIC INTERȘCOLAR REȘIȚA	CLI RESITA	REŞIŢA	MUNICIPIUL REŞIŢA	CARAŞ-SEVERIN	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
186	3042100598	CENTRUL LOGOPEDIC SATU MARE	CLO SATU MARE	SATU MARE	MUNICIPIUL SATU MARE	SATU MARE	Arondată	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
187	4091108561	Centrul Municipiului București de Excelență	Centrul de Excelență	BUCUREŞTI SECTORUL 2	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Centru Județean de Excelență	Publică de interes naţional şi local
188	4041104464	Centrul Municipiului Bucureşti de resurse şi asistenţă educaţională	CMBRAE	BUCUREŞTI SECTORUL 2	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Centru județean de resurse și asistență educațională	Publică de interes naţional şi local
189	4092108534	Centrul Național de Politici și Evaluare în Educație	CNPEE	BUCUREŞTI SECTORUL 1	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Arondată	Centrul Național de Politici și Evaluare în Educație	Publică de interes naţional şi local
190	4062106544	Centrul pilot de pedagogie curativă şi terapie socială "Corabia"	Centrul pilot Corabia	BUCUREŞTI SECTORUL 2	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
191	0161102318	CENTRUL SCOLAR DE EDUCATIE INCLUZIVA ALBA IULIA	CSEI ALBA IULIA	ALBA IULIA	MUNICIPIUL ALBA IULIA	ALBA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
192	2461101895	CENTRUL SCOLAR DE EDUCATIE INCLUZIVA BAIA MARE	CSEI BM	BAIA MARE	MUNICIPIUL BAIA MARE	MARAMUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
193	2461103341	CENTRUL SCOLAR DE EDUCATIE INCLUZIVA SIGHETU MARMATIEI	CSEI SIGHET	SIGHETU MARMAŢIEI	MUNICIPIUL SIGHETU MARMAŢIEI	MARAMUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
194	2461100804	CENTRUL SCOLAR DE EDUCATIE INCLUZIVA TARGU LAPUS	CSEI TG LAPUS	TÂRGU LĂPUŞ	ORAŞ TÂRGU LĂPUŞ	MARAMUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
195	2461100614	CENTRUL SCOLAR DE EDUCATIE INCLUZIVA VISEU DE SUS	CSEI VISEU	VIŞEU DE SUS	ORAŞ VIŞEU DE SUS	MARAMUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
196	3961100812	CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA "ELENA DOAMNA" FOCSANI	CSEI "ELENA DOAMNA" FOCSANI	FOCŞANI	MUNICIPIUL FOCŞANI	VRANCEA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
